"age","gender","college.degree","degree.level","non.sandler.trained","sandler.trained","prior.Industry","current.job.sales.years","avg.percent.of.revenue.goal","AS1","AS2","AS3","AS4","AS5","AS6","AS7","AS8","AS9","AS10","SC1","SC2","SC3","SC4","SC5","SC6","SC7","SC8","SC9","SC10","AD1","AD2","AD3","AD4","AD5","AD6","AD7","AD8","AD9","AD10","DO1","DO2","DO3","DO4","DO5","DO6","DO7","DO8","DO9","DO10"
53,1,"n","none","no","yes","Call Center",3,"50%",4,3,3,3,4,2,2,3,1,1,5,3,3,4,4,3,2,2,3,2,3,5,4,4,2,3,3,3,2,2,2,2,2,2,3,1,4,4,1,3
53,1,"y","Bachelors","no","yes","Other",8,"40%",5,4,4,3,4,4,2,2,3,2,5,5,4,5,4,2,2,2,3,1,4,4,5,3,3,3,2,2,2,1,3,3,3,3,4,4,3,4,3,2
53,1,"y","Masters","no","yes","Financial",3,"50%",5,5,5,4,1,4,2,4,2,5,5,4,3,4,4,2,1,1,1,1,5,5,5,1,1,5,1,4,1,1,4,4,4,3,4,4,5,5,4,3
53,2,"n","none","no","no","Sales",24,"50%",4,4,2,4,2,2,2,4,1,2,5,4,2,2,2,2,1,1,2,1,5,4,4,4,4,2,2,4,2,2,2,2,2,2,2,2,4,4,2,3
53,2,"n","none","no","no","Sales",24,"10%",4,2,2,4,4,4,2,2,1,2,4,4,4,4,3,2,2,2,2,2,4,5,5,5,3,3,2,2,2,2,4,4,2,2,2,2,4,4,2,2
53,2,"n","none","no","yes","Sales",24,"10%",4,4,3,4,4,4,3,2,1,2,5,2,2,3,4,4,2,2,4,2,4,4,4,4,2,2,2,2,1,2,4,3,3,2,2,1,3,4,2,2
54,1,"y","Associates","no","yes","Building and Construction",4,"20%",5,4,5,4,5,4,2,3,1,1,2,4,4,5,3,2,2,4,2,2,4,4,5,5,2,2,2,3,4,3,2,2,3,3,3,4,5,5,3,4
54,1,"y","Associates","no","yes","Technology",8,"60%",4,4,3,2,4,3,3,4,1,1,5,4,5,1,3,4,2,2,4,1,5,5,5,5,5,3,3,4,1,3,3,2,4,1,2,2,4,4,2,1
54,1,"y","Bachelors","no","yes","Technology",8,"60%",3,3,2,3,3,3,3,3,3,2,3,4,3,3,3,2,3,3,3,2,4,4,4,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3
54,2,"n","none","no","yes","Sales",24,"20%",5,4,4,5,3,4,2,2,4,2,4,4,4,5,5,1,1,2,2,1,4,4,4,4,1,1,1,1,1,1,4,4,4,3,3,3,4,4,2,3
54,2,"n","Bachelors","yes","yes","Sales",24,"10%",4,5,3,4,2,3,3,3,2,2,4,2,4,4,4,4,2,3,4,3,4,2,4,3,3,2,2,2,4,3,3,2,2,2,2,2,3,3,2,1
54,2,"n","none","yes","yes","Sales",25,"10%",4,4,4,3,4,4,2,2,2,2,4,4,3,4,2,2,3,2,4,2,4,5,4,3,4,2,2,3,2,2,3,2,2,2,3,3,4,3,3,2
54,2,"y","Masters","yes","no","Manufacturing",3,"40%",4,4,3,3,3,4,2,2,1,1,5,4,3,4,3,2,2,2,2,2,4,4,4,4,2,2,2,3,2,3,4,3,2,2,3,2,4,4,2,2
54,2,"y","Bachelors","yes","no","Technology",8,"70%",3,3,3,3,4,3,3,3,2,3,5,4,4,4,3,3,3,3,3,2,4,4,3,4,2,2,2,2,2,2,4,4,4,3,4,3,3,4,2,3
54,2,"y","Bachelors","yes","no","Nurse",2,"40%",3,4,3,3,3,3,4,4,2,3,4,3,3,4,3,3,3,3,2,2,2,4,4,4,4,3,3,4,2,4,2,2,4,1,1,2,3,4,2,1
54,2,"y","Bachelors","yes","no","Insurance",4,"50%",4,2,3,4,3,3,3,4,4,3,4,4,1,2,3,3,2,2,2,3,5,4,4,3,3,3,3,3,4,3,3,3,2,2,2,2,3,2,2,2
55,1,"n","none","no","yes","Other",9,"50%",5,4,3,3,3,3,4,4,2,2,5,5,5,5,4,1,2,1,2,1,4,4,5,5,1,1,1,1,1,1,3,3,3,3,5,5,5,5,3,3
55,1,"n","none","no","yes","Financial",5,"50%",5,5,5,4,5,5,1,2,1,1,5,5,5,5,4,1,1,1,2,1,5,5,5,5,1,1,1,4,1,1,3,4,5,4,5,4,5,5,3,1
55,1,"y","Masters","no","yes","Consulting",4,"50%",5,2,4,4,2,4,2,2,1,1,5,5,5,5,3,1,1,1,1,1,4,5,5,4,4,2,2,3,1,2,4,4,4,3,4,2,4,5,2,2
55,1,"y","none","no","yes","Financial",5,"50%",4,2,2,3,3,3,4,5,3,2,1,1,2,4,3,5,3,5,5,2,3,3,5,4,3,4,3,5,1,1,4,4,4,2,4,2,5,5,1,2
55,1,"y","none","no","yes","Other",9,"50%",5,5,5,5,5,5,1,5,1,1,5,5,5,5,5,1,1,1,5,1,5,5,5,5,1,1,1,5,1,5,5,1,5,1,5,1,5,5,1,1
55,1,"y","none","no","yes","Insurance",5,"50%",5,4,4,5,3,4,1,1,3,1,2,1,5,5,5,2,1,4,4,3,4,3,5,5,1,1,1,1,1,1,3,3,3,4,3,3,2,2,2,1
55,1,"y","none","no","yes","Consulting",4,"20%",4,4,4,4,4,4,2,1,1,2,4,4,4,4,4,1,1,2,2,2,4,5,4,4,2,3,2,3,1,2,4,4,2,2,2,2,2,4,2,2
55,2,"n","Masters","yes","no","Financial Analyst",8,"50%",2,4,3,4,2,2,2,4,2,2,4,2,3,3,2,4,3,2,4,4,4,4,3,4,3,3,3,4,2,3,2,2,2,2,2,2,2,2,2,2
55,2,"y","Bachelors","no","no","Call Center",3,"50%",4,2,1,3,2,1,2,2,3,3,4,2,3,3,2,3,4,3,4,4,3,4,4,4,2,2,2,3,5,4,2,1,3,1,3,2,2,2,1,1
55,2,"y","Bachelors","yes","yes","Building and Construction",9,"40%",4,4,4,4,3,4,2,2,2,2,4,4,3,4,4,2,2,2,2,2,4,4,4,4,2,2,2,2,2,3,3,3,3,3,3,3,4,2,3,3
55,2,"y","Masters","yes","no","Manufacturing",3,"30%",3,2,2,1,2,1,4,4,3,2,2,3,1,3,2,3,3,4,3,2,2,4,4,4,3,3,2,4,2,4,1,1,3,1,2,1,1,2,1,1
56,1,"n","none","no","yes","Manufacturing",3,"40%",4,2,2,3,3,3,4,4,3,3,4,4,3,4,3,3,2,2,4,4,4,4,4,4,4,3,3,2,2,4,2,2,3,3,2,2,4,4,3,3
56,1,"n","none","no","yes","Construction",14,"50%",5,5,5,5,5,5,1,1,1,1,1,1,1,5,3,3,2,2,2,1,3,3,3,5,1,1,1,1,1,1,1,1,5,3,3,5,5,5,4,5
56,1,"y","none","no","yes","Building and Construction",15,"60%",3,2,1,3,2,3,4,4,4,1,3,1,3,3,3,4,2,2,4,3,2,5,5,4,2,2,2,4,4,3,2,2,2,1,1,2,2,3,2,1
56,1,"y","none","no","yes","Other",2,"40%",4,4,3,3,4,3,3,2,1,1,5,3,2,4,3,2,1,1,4,2,5,5,5,5,2,2,2,2,2,2,4,4,3,3,4,2,4,5,2,2
56,2,"n","none","no","yes","Other",5,"40%",5,4,3,5,3,4,1,3,1,1,5,4,5,5,5,1,1,1,1,1,4,5,5,5,2,2,1,2,1,2,5,4,2,1,1,1,1,4,1,1
56,2,"n","none","yes","yes","Insurance",5,"50%",4,5,4,5,5,4,3,2,3,1,1,1,1,4,4,5,2,5,5,4,1,4,4,1,5,5,5,5,3,2,4,2,4,1,5,4,4,3,5,4
56,2,"n","Bachelors","yes","no","Banking",4,"50%",4,4,2,4,2,3,4,4,2,1,5,4,4,4,4,2,2,4,2,2,4,4,4,4,4,2,2,5,4,2,1,1,4,1,1,1,1,1,1,1
57,1,"y","none","no","yes","Insurance",5,"50%",4,4,4,4,4,4,2,2,1,1,5,5,5,5,5,1,1,1,3,1,4,5,5,4,1,1,1,3,1,1,4,4,3,3,4,2,4,5,1,3
57,2,"y","Bachelors","no","no","Other",5,"40%",4,3,4,3,4,3,2,3,2,2,4,4,2,4,3,2,3,2,2,1,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2
58,1,"y","Bachelors","no","yes","Technology",10,"60%",5,4,3,3,4,3,3,3,1,1,5,3,4,4,1,3,2,1,3,2,4,4,4,4,3,1,1,2,2,2,4,3,2,2,2,2,2,2,2,2
58,1,"y","none","yes","no","Manufacturing",4,"40%",4,2,2,4,2,2,4,1,3,2,2,3,4,4,3,3,2,3,2,2,2,3,3,2,4,4,4,4,3,4,4,4,4,2,2,2,2,2,2,2
58,1,"y","Bachelors","yes","no","Technology",8,"70%",2,3,3,3,3,4,2,2,1,1,4,1,1,2,3,5,3,2,5,3,3,4,4,4,3,2,3,4,2,2,4,4,2,1,1,1,2,2,1,1
58,2,"y","Bachelors","yes","no","Teacher",5,"50%",2,4,4,4,4,4,2,4,1,1,4,4,2,2,4,4,2,4,4,4,4,4,4,4,2,2,2,2,4,2,2,2,4,2,2,2,4,4,2,4
58,2,"y","Masters","yes","no","High Tech Sales",12,"40%",5,5,5,5,4,4,1,2,5,1,5,3,5,5,5,2,1,1,2,1,5,4,5,5,2,1,1,2,3,2,1,1,2,2,3,3,2,4,1,3
59,1,"y","none","yes","no","Insurance",5,"50%",4,4,4,4,2,3,3,2,1,2,4,2,3,4,3,3,2,2,4,2,3,3,4,4,4,2,2,3,2,2,2,2,2,2,3,2,2,3,2,2
59,2,"n","none","yes","no","Manufacturing",3,"40%",5,4,4,4,4,4,2,4,1,1,4,3,4,4,3,4,3,2,4,2,5,5,5,5,2,2,2,2,2,2,3,3,2,2,3,2,3,3,1,1
59,2,"n","none","no","yes","Building and Construction",10,"50%",5,5,5,5,5,5,1,1,1,1,5,4,4,5,5,1,1,1,1,1,5,5,4,5,1,1,1,3,1,1,5,4,3,5,5,3,3,5,1,3
59,2,"n","none","no","no","Restaurant",5,"20%",5,5,5,5,4,4,2,2,2,1,5,4,5,5,5,2,2,2,2,2,5,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2,2
59,2,"n","none","no","yes","Building and Construction",10,"50%",2,1,1,2,2,2,4,4,4,2,3,3,1,2,2,4,4,3,4,4,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
59,2,"y","Bachelors","no","no","Engineer",5,"20%",4,4,3,3,4,4,2,2,2,1,4,3,3,4,3,2,1,1,1,1,5,5,5,5,1,2,2,1,3,1,3,2,2,1,1,2,4,4,1,1
59,2,"y","none","no","no","Nurse",6,"30%",5,3,3,4,4,4,1,1,1,1,5,4,5,5,5,1,1,2,2,1,5,5,5,5,1,1,1,1,1,1,5,4,4,3,4,3,5,4,3,3
59,2,"y","Bachelors","yes","no","Customer  Service",14,"50%",4,4,4,3,3,3,2,4,3,5,4,5,4,4,2,2,1,1,3,2,2,4,4,4,3,3,2,4,1,3,4,3,4,3,4,2,4,4,3,4
59,2,"y","Bachelors","yes","no","Banking",4,"20%",1,3,3,3,3,3,2,2,1,1,5,4,4,4,3,2,2,1,2,1,4,5,4,5,2,2,1,2,1,1,3,3,2,2,2,3,2,3,1,1
59,2,"y","Masters","yes","yes","Consulting",4,"20%",2,4,2,1,2,2,4,4,4,2,2,4,2,2,2,2,4,2,2,3,2,2,4,3,3,4,4,4,5,4,2,2,2,1,2,1,2,2,1,1
60,1,"n","none","no","yes","Consulting",2,"20%",4,3,3,4,3,3,3,3,2,1,4,3,4,4,4,3,2,2,3,2,5,4,5,5,2,2,2,2,2,2,3,3,2,2,2,2,4,4,2,2
55,1,"n","none","no","yes","Manufacturing",2,"40%",4,3,2,3,3,3,2,2,1,1,4,3,4,4,3,3,3,3,4,2,4,5,5,4,2,2,2,2,2,2,4,4,2,2,2,2,2,3,2,2
60,1,"n","none","no","yes","Financial",5,"20%",3,2,2,3,2,3,3,3,3,2,3,3,2,3,3,3,4,4,4,4,3,4,4,3,4,3,3,4,2,4,2,2,3,2,2,3,3,3,2,2
60,1,"y","none","no","yes","Consulting",2,"20%",4,4,5,4,3,5,2,2,3,2,4,3,3,4,3,4,3,2,3,3,5,5,5,5,3,2,2,3,4,3,3,2,2,2,3,4,4,4,3,2
60,2,"y","Masters","no","yes","Consulting",2,"20%",4,3,4,3,3,3,3,2,2,2,4,2,3,4,3,2,2,3,3,2,5,5,5,5,3,2,2,3,1,2,2,2,3,2,2,1,4,4,2,2
60,2,"y","Bachelors","no","no","Sales",25,"10%",4,4,4,4,4,4,1,1,1,2,5,5,5,5,4,1,1,1,1,1,5,5,5,4,3,3,3,4,1,1,3,3,1,3,1,3,3,3,5,4
61,2,"y","Masters","no","yes","Technology",8,"60%",4,4,4,5,4,4,2,4,4,2,4,3,4,4,4,3,2,2,2,2,4,4,4,4,3,2,2,4,3,3,2,2,2,4,4,3,4,4,3,4
62,1,"n","none","no","yes","Manufacturing",3,"40%",4,3,3,3,3,3,4,4,4,2,3,2,4,4,3,3,3,2,3,2,5,4,5,4,3,2,3,4,2,2,2,2,4,3,2,2,3,4,2,3
62,1,"y","Bachelors","no","yes","Financial Analyst",6,"50%",5,5,4,5,4,4,2,2,1,1,4,5,5,5,4,1,2,2,2,1,5,5,5,5,2,2,2,3,2,2,4,4,3,4,2,3,4,3,4,2
62,1,"y","Bachelors","no","yes","Sales",25,"10%",4,4,4,5,4,4,3,4,1,2,3,3,4,4,4,2,2,3,3,2,4,4,5,5,2,2,2,3,2,2,4,4,4,2,3,2,4,4,2,3
62,2,"y","Masters","no","yes","High Tech Sales",11,"60%",5,5,3,3,2,3,2,2,1,2,5,3,2,5,3,4,2,2,4,2,5,5,5,5,2,2,1,1,1,1,1,1,3,2,2,2,2,2,3,2
63,1,"n","none","no","no","Sales",26,"10%",5,4,5,4,4,5,1,2,2,5,3,3,4,5,4,3,2,4,2,2,4,5,5,4,2,4,5,2,2,2,4,3,4,3,5,3,4,4,3,3
63,2,"n","none","no","no","Sales",26,"10%",4,3,4,2,3,3,3,3,1,1,2,1,1,3,1,5,5,5,4,3,4,4,5,5,2,2,1,3,4,4,1,3,3,3,2,3,4,4,3,3
63,2,"n","Masters","no","yes","Sales",27,"10%",5,4,3,4,3,2,1,2,1,2,5,2,5,5,5,4,4,2,1,1,4,4,5,4,2,2,2,2,1,3,1,1,2,2,2,1,3,4,3,1
64,1,"n","none","no","yes","Consulting",2,"20%",5,4,4,4,5,4,2,2,1,1,4,4,4,4,3,2,2,2,2,1,5,5,5,5,2,1,1,2,2,4,4,4,4,3,4,3,4,4,2,3
64,1,"n","none","no","yes","Other",6,"60%",5,4,5,4,5,5,1,2,1,1,5,5,5,5,4,1,1,1,1,1,4,4,5,5,1,1,1,1,3,2,5,4,4,4,4,4,4,4,4,4
64,1,"y","Bachelors","no","yes","Training",11,"70%",5,5,5,5,5,4,3,2,1,1,5,5,5,5,5,1,1,2,3,1,3,4,4,4,2,1,1,3,1,3,3,2,4,2,2,2,4,4,1,1
65,1,"n","Masters","no","yes","Technology",9,"60%",5,4,4,4,3,4,2,2,1,1,5,4,4,5,4,1,1,1,1,1,4,4,5,4,2,3,1,1,1,1,4,3,2,3,2,3,3,2,2,2
65,1,"n","Bachelors","no","yes","Marketing",4,"40%",5,5,4,5,4,4,2,2,2,1,4,5,5,5,5,1,1,3,2,1,4,5,5,4,3,3,2,4,1,2,5,5,4,4,4,5,4,4,4,4
65,1,"n","Masters","no","yes","Technology",8,"60%",5,4,4,5,4,4,2,1,1,1,4,5,5,5,5,1,1,2,1,1,4,4,5,4,2,2,2,4,1,2,5,5,4,4,4,5,4,4,4,4
65,1,"n","none","no","yes","Other",3,"40%",5,4,2,5,3,4,1,2,2,1,5,5,5,5,5,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,3,2,2,1,3,5,2,5,1,1
65,1,"y","Masters","no","yes","Financial Analyst",9,"70%",5,4,4,5,4,4,2,2,1,1,4,5,5,5,5,1,1,1,1,1,3,4,5,4,4,4,2,4,1,3,5,5,4,4,4,5,5,5,4,4
65,1,"y","Bachelors","no","yes","Banking",4,"20%",4,4,3,4,3,4,2,2,2,1,5,4,4,4,2,1,1,1,2,2,2,5,4,4,4,4,2,4,1,5,5,4,2,2,2,2,4,4,3,2
65,1,"y","Bachelors","no","yes","Manufacturing",2,"40%",5,4,4,4,4,4,2,2,1,1,3,2,4,4,4,4,2,2,4,2,5,5,5,5,2,2,1,2,1,2,3,3,2,1,1,2,4,4,1,2
65,2,"n","none","no","no","High Tech Sales",13,"60%",4,4,4,4,3,4,2,4,2,2,4,4,4,4,4,3,2,2,3,2,3,3,4,4,3,3,3,4,1,4,3,2,2,2,4,3,3,3,4,3
65,2,"n","none","no","no","Retail",2,"10%",5,4,4,5,4,4,2,3,1,1,5,4,5,5,4,1,1,1,1,1,2,5,5,4,2,2,2,1,1,1,4,3,2,2,4,3,4,5,3,4
65,2,"n","Bachelors","no","no","Sales",27,"10%",5,4,4,5,4,5,1,3,1,5,5,5,5,5,5,1,1,1,2,1,4,5,5,5,1,1,1,1,1,3,5,4,3,2,4,3,5,5,3,3
66,1,"n","none","no","yes","Financial",6,"10%",5,5,5,5,5,5,1,1,5,1,5,4,2,5,4,2,2,1,2,1,5,5,5,5,1,1,1,1,1,1,1,1,4,4,4,2,1,3,1,1
67,1,"n","none","no","yes","Manufacturing",2,"40%",5,4,4,4,3,4,3,2,1,1,5,5,4,4,4,1,1,2,3,2,2,2,4,4,3,2,2,2,2,2,4,4,5,4,4,4,4,4,3,3
69,2,"y","Masters","no","no","High Tech Sales",14,"80%",5,5,5,5,5,5,1,1,2,1,5,5,5,5,4,2,1,1,2,5,4,4,4,4,3,2,2,3,5,2,4,4,1,2,3,4,5,5,2,2
72,1,"n","none","no","no","Consulting",2,"20%",5,4,4,5,4,5,3,3,1,1,3,4,5,5,5,2,1,3,2,1,5,4,4,5,3,3,1,3,2,3,4,4,2,2,4,3,4,4,2,3
